Brand,Model_Type,Model_Name,Number_Of_Seats,Trunk_Volume,Wheel_Base,Empty_Weight,Tank,Urban_Consumption,Mixed_Consumption,Extra_Urban_Consumption,CO2,Number_Cylinders,Valves_Per_Cylinder,Displacement,Din_Power,Engine_Torque,Fiscal_Power,Engine_Position,Power_Supply,Max_Speed,Supercharging_Type,Acceleration,Transmission,Box,Number_Speeds,Distribution,Bodywork,Front_Tire_Width,Rear_Tire_Width,Front_Tire_HL_Ratio,Rear_Tire_HL_Ratio,Front_Suspension,Rear_Suspension,Front_Rims_Diameter,Rear_Rims_Diameter,Maintenance_Interval,Month_Guarantee,Manufacturer_Country,Start_Marketing,End_Marketing,Vehicle_Image,Length,Width,Height,Website_URL,Year
RENAULT,CLIO,IV ESTATE 1.5 DCI 75 ENERGY LIMITED E6,5,443 L (Max 1380 L volume),2.59 m,1185 kg,45 l,3.5 l / 100 km ,3.3 l / 100 km ,3.1 l / 100 km ,85 g / km ,4 ,2,1461 cc,75 hp with a diet of 4000 rpm,200 Nm on the diet of 1750 rpm,4 cv ,no data,Diesel common ramp ,168 km/h ,Turbo ,14.3 sec ,before ,mèsique ,5 ,no data,Break ,195 mm ,195 mm ,55 ,55 ,no data,no data,16 inches,16 inches,24 months,24 months,no data,04/ 01/16 ,05/04/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+estate+1.5+dci+75+energy+limited+e6-2014.html,2014
RENAULT,CAPTUR,II 1.6 E-TECH HYBRIDE RECHARGEABLE 160 RIVE GAUCHE,5,261 L (Max 379 l volume),2.64 m,1625 kg,39 l,no data,no data,no data,no data,4 ,4 ,1598 cc ,160 hp ,144 nm ,5 cv ,no data,no data,173 km/h ,no data,10.1 sec ,before ,automatic ,4 ,no data,All-terrain ,215 mm ,215 mm ,55 ,55 ,no data,no data,18 inches ,18 inches ,no data,24 months ,no data,08 /12/22 ,01/31/23 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur-2/S7-modele--renault-captur-2.jpg,"4,23 m","1,80 m","1,58 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-ii+1.6+e_tech+hybride+rechargeable+160+rive+gauche-2023.html,2023
PEUGEOT,1007,1.4 75 TRENDY,4,205 l (Max 977 L volume),2.32 m,1215 kg,40 l,8.6 l / 100 km ,6.5 l / 100 km ,5.2 l / 100 km ,153 g / km ,4 ,2,1360 cc,73 hp with a speed of 5400 rpm,118 nm at the diet of 3300 rpm,5 cv ,before ,no data,165 km/h ,no data,14.4 sec ,before,Made Coinique,5 ,simple camshaft in mind ,minospace ,185 mm ,185 mm ,60 ,60 ,no data,no data,15 inches ,15 inches ,24 months ,24 months ,no data,12/18/06 ,06/13/11 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-1007/S7-modele--peugeot-1007.jpg,"3,73 m","1,92 m","1,62 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-1007-1.4+75+trendy-2010.html,2010
PEUGEOT,107,(2) 1.0 12V 68 ACCESS 3P,4,130 L (Max 712 L volume),2.34 m,790 kg,35 l,5.4 l / 100 km ,4.5 l / 100 km ,4 l / 100 km ,103 g / km ,3 ,4,998 cc,68 hp with a diet of 6000 rpm,93 nm at the 3600 rpm diet,4 cv ,no data,no data,157 km/h ,no data,13.7 sec ,before,Made Coinique,5 ,no data,tailgate vehicle ,155 mm ,155 mm ,65 ,65 ,no data,no data,14 inches ,14 inches ,12 months ,24 months ,no data,07/04/11 ,01/17/12 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-107/S7-modele--peugeot-107.jpg,"3,43 m","1,86 m","1,47 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-107-(2)+1.0+12v+68+access+3p-2012.html,2012
RENAULT,CLIO,IV ESTATE 1.5 DCI 75 ENERGY INTENS ECO2 E6,5,443 L (Max 1380 L volume),2.59 m,1185 kg,45 l,3.5 l / 100 km ,3.3 l / 100 km ,3.1 l / 100 km ,85 g / km ,4 ,2,1461 cc,75 hp with a diet of 4000 rpm,200 Nm on the diet of 1750 rpm,4 cv ,no data,Diesel common ramp ,168 km/h ,Turbo ,14.3 sec ,before ,mèsique ,5 ,no data,Break ,195 mm ,195 mm ,55 ,55 ,no data,no data,16 inches,16 inches,24 months,24 months,no data,04/ 01/16 ,05/04/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+estate+1.5+dci+75+energy+intens+eco2+e6-2014.html,2014
RENAULT,CAPTUR,II 1.5 BLUE DCI 115 INTENS EDC,5,406 L (volume max 1275 l),2.64 m,1327 kg,46 l,4.4 l / 100 km ,4.1 l / 100 km ,3.9 l / 100 km ,no data,4 ,2 ,1461 cc ,115 hp at 3750 rpm regime ,260 Nm at the 2000 rpm diet ,6 cv ,no data,Diesel common ramp ,186 km/h ,Turbo ,11 sec ,before ,automatic ,7 ,no data,SUV VP ,215 mm,215 mm,55,55 ,Strength leg ,twisting axle,18 inches ,18 inches ,12 months ,24 months ,France ,05/10/20 ,05/01/21 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur-2/S7-modele--renault-captur-2.jpg,"4,23 m","1,80 m","1,58 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-ii+1.5+blue+dci+115+intens+edc-2019.html,2019
PEUGEOT,206,1.6 16S ROLAND GARROS BVA 5P,5,245 l (maximum volume 1130 l),2.44 m,1064 kg,50 l,9.9 l / 100 km ,7.1 l / 100 km ,5.5 l / 100 km ,no data,4 ,4 ,1587 cc ,110 hp with a speed of 5800 rpm ,147 nm at the regime of 4000 rpm ,7 cv ,before ,no data,198 km/h ,no data,11.4 sec ,Before ,automatic ,4 ,Variable valve timing ,Bicorps sedan (3/5 doors) ,185 mm,185 mm,65,65 ,no data,no data,14 inches ,14 inch ,no data,12 months ,no data,02/01/01 ,04/04/05 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206/S7-modele--peugeot-206.jpg,"3,84 m","1,65 m","1,43 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-1.6+16s+roland+garros+bva+5p-2004.html,2004
PEUGEOT,2008,1.2 PURETECH 82 S&S ACTIVE,5,350 l (maximum volume 1194 l),2.54 m,1055 kg,50 l,6 l / 100 km ,4.9 l / 100 km ,4.3 l / 100 km ,114 g / km ,3 ,4,1199 cc,82 hp at the speed of 5750 rpm,118 nm with a diet of 2750 rpm,4 cv ,no data,Multipoint ,168 km/h ,no data,13.5 sec ,before,Made Coinique,5 ,no data,Crossover ,195 mm ,195 mm ,60 ,60 ,no data,no data,16 inches,16 inches,12 months,24 months,no data,02/ 05/16 ,05/09/16 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008/S7-modele--peugeot-2008.jpg,"4,16 m","1,74 m","1,56 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-1.2+puretech+82+s%5Es+active-2015.html,2015
RENAULT,ARKANA,1.6 E-TECH 145 TECHNO 22,5,492 L (volume max 1278 l),2.72 m,no data,50 l,no data,no data,no data,no data,4 ,4 ,1598 cc ,145 hp ,148 Nm at the 3600 rpm regime ,5 cv ,no data,no data,172 km/h ,no data,10.8 sec ,before ,automatic ,4 ,no data,Coupé ,215 mm ,215 mm ,55 ,55 ,no data,no data,18 inches,18 inches,no data,24 months,no data,01/02 /23 ,no data,https://images.caradisiac.com/logos-ref/modele/modele--renault-arkana/S7-modele--renault-arkana.jpg,"4,57 m","1,82 m",NC,https://www.lacentrale.fr/fiche-technique-voiture-renault-arkana-1.6+e_tech+145+techno+22-2022.html,2022
PEUGEOT,2008,II ELECTRIQUE 136 ALLURE PACK,5,434 L (MAX 1467 L volume),2.61 M,1550 kg,no data,no data,no data,no data,no data,no data,no data,no data,136 hp,260 Nm at 300 rpm regime,4 cv,no data,no data,150 km/h ,no data,9.9 sec ,before ,automatic ,1 ,no data,All-terrain ,215 mm ,215 mm ,60 ,60 ,no data,no data,17 inches ,17 inches ,no data,24 months ,no data,03 /04/23 ,no data,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-e-2008-2e-generation/S7-modele--peugeot-e-2008-2e-generation.jpg,"4,30 m","1,77 m","1,53 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-ii+electrique+136+allure+pack-2023.html,2023
PEUGEOT,2008,II 1.2 PURETECH 100 S&S STYLE BVM6,5,434 L (Max 1467 L volume),2.61 M,1188 kg,44 L,no data,no data,no data,no data,3 ,4 ,1199 cc ,100 hp ,205 Nm at the 1750 rpm diet ,5 cv ,no data,no data,183 km/h ,no data,11 sec ,before ,Made Coinique ,6 ,no data,All-terrain ,215 mm ,215 mm ,65 ,65 ,no data,no data,16 inches ,16 inches ,no data,24 months ,no data,03 /04/23 ,no data,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008-2e-generation/S7-modele--peugeot-2008-2e-generation.jpg,"4,30 m","1,77 m","1,53 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-ii+1.2+puretech+100+s%5Es+style+bvm6-2023.html,2023
PEUGEOT,2008,II 1.2 PURETECH 155 GT EAT8,5,405 l (maximum volume 1467 l),2.61 m,no data,44 l,no data,no data,no data,no data,3 ,4 ,1199 cc ,155 hp ,240 Nm at the 1750 rpm regime ,8 cv ,no data,no data,208 km/h ,no data,8.2 sec ,before ,automatic ,8 ,no data,All-terrain ,215 mm ,215 mm ,60 ,60 ,no data,no data,17 inches ,17 inches ,no data,24 months ,no data,08 /07/22 ,09/29/22 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008-2e-generation/S7-modele--peugeot-2008-2e-generation.jpg,"4,30 m","1,77 m","1,53 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-ii+1.2+puretech+155+gt+eat8-2022.html,2022
PEUGEOT,206,SW 1.6 HDI 110 GRIFFE,5,313 L (maximum volume 1136 l),2.44 m,1122 kg,50 l,6 l / 100 km ,4.8 l / 100 km ,4.1 l / 100 km ,no data,4 ,4 ,1560 cc ,110 hp at 4000 rpm regime ,240 Nm with a diet of 1750 rpm ,7 cv ,before ,no data,186 km/h ,turbo with intercooler ,10.4 sec ,before ,mèsique ,no data,Double camshaft in mind ,station wagon ,195 mm ,195 mm ,55 ,55 ,no data,no data,15 inches ,15 inches ,no data,24 months ,no data,01/04/04 ,03/10/05 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206-sw/S7-modele--peugeot-206-sw.jpg,"4,03 m","1,65 m","1,46 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-sw+1.6+hdi+110+griffe-2005.html,2005
PEUGEOT,107,(3) 1.0 12V 68 ACCESS 3P,4,130 L (Max 712 L volume),2.34 m,790 kg,35 l,5.1 l / 100 km ,4.3 l / 100 km ,3.8 l / 100 km ,99 g / km ,3 ,4,998 cc,68 hp with a diet of 6000 rpm,93 nm at the 3600 rpm diet,4 cv ,no data,Multipoint ,157 km/h ,no data,12.3 sec ,before,Made Coinique,5 ,no data,micro ,155 mm ,155 mm ,65 ,65 ,no data,no data,14 inches,14 inches,12 months,24 months,no data,10/ 01/12 ,03/07/14 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-107/S7-modele--peugeot-107.jpg,"3,43 m","1,63 m","1,47 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-107-(3)+1.0+12v+68+access+3p-2012.html,2012
PEUGEOT,1007,1.4 HDI 70 SPORTY,4,205 l (Max 977 L volume),2.32 m,1243 kg,40 l,5.6 l / 100 km ,4.5 l / 100 km ,3.9 l / 100 km ,120 g / km ,4 ,2,1398 cc,68 hp at the speed of 4000 rpm,160 Nm at the 2000 rpm diet,4 cv ,before ,injection ,160 km/h ,turbo ,15.4 sec ,before,Made Coinique,5 ,simple camshaft in mind ,minospace ,195 mm ,195 mm ,50 ,50 ,no data,no data,16 inches ,16 inches ,24 months ,24 months ,no data,09/25/04 ,06/13/11 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-1007/S7-modele--peugeot-1007.jpg,"3,73 m","1,92 m","1,62 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-1007-1.4+hdi+70+sporty-2008.html,2008
PEUGEOT,2008,(2) 1.6 BLUEHDI 100 STYLE,5,410 L (Max 1400 L volume),2.54 m,1160 kg,45 l,4.4 l / 100 km ,3.7 l / 100 km ,3.3 l / 100 km ,97 g / km ,4 ,2,1560 cc,100 hp with a diet of 3750 rpm,254 nm on the diet of 1750 rpm,5 cv ,no data,Diesel Common Rampe ,180 km/h ,Turbo ,11.3 sec ,before ,mèsique ,5 ,no data,Crossover ,195 mm ,195 mm ,60 ,60 ,Strength leg ,twisting axle ,16 inches ,16 inches ,12 months ,24 months ,France ,05/02/18 ,04/29/18 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008/S7-modele--peugeot-2008.jpg,"4,16 m","1,74 m","1,56 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-(2)+1.6+bluehdi+100+style-2017.html,2017
PEUGEOT,206,(2) SW 1.6 HDI 110 FAP QUIKSILVER,5,313 L (maximum volume 1136 l),2.44 m,1122 kg,50 l,6 l / 100 km ,4.8 l / 100 km ,4.1 l / 100 km ,126 g / km ,4 ,4,1560 cc,110 hp at 4000 rpm diet,240 Nm on a diet of 1750 rpm,6 cv ,before ,no data,186 km/h ,turbo with intercooler ,10.4 sec ,before ,mèsique ,5 ,Double camshaft in mind ,station wagon ,205 mm ,205 mm ,45 ,45 ,no data,no data,16 inches ,16 inches ,no data,24 months ,no data,03/10/05 ,09/28/06 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206-sw/S7-modele--peugeot-206-sw.jpg,"4,03 m","1,65 m","1,44 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-(2)+sw+1.6+hdi+110+fap+quiksilver-2006.html,2006
RENAULT,CLIO,V 1.6 E-TECH FULL HYBRID 145 TECHNO,5,254 L (Max 979 L volume),2.58 m,no data,39 l,no data,no data,no data,no data,4 ,4 ,1598 cc ,145 hp ,144 nm ,5 cv ,no data,no data,180 km/h ,no data,9.9 sec ,before ,automatic ,4 ,no data,sedan ,195 mm ,195 mm ,55 ,55 ,no data,no data,16 inches,16 inches,no data,24 months,no data,01/10 /22 ,no data,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-5/S7-modele--renault-clio-5.jpg,"4,05 m","1,80 m","1,44 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-v+1.6+e_tech+full+hybrid+145+techno-2022.html,2022
PEUGEOT,2008,II 1.2 PURETECH 100 S&S ALLURE BUSINESS,5,405 l (Max 1467 L volume),2.61 m,1192 kg,44 l,5 l / 100 km ,4.6 l / 100 km ,4 l / 100 km ,105 g / km ,3 ,4,1199 cc,100 hp at 5000 rpm,205 nm on the diet of 1750 rpm ,6 cv ,no data,Direct & multipoint petrol injection ,188 km/h ,Turbo ,10.9 sec ,before ,Mesin ,6 ,no data,Crossover ,215 mm ,215 mm ,60 ,60 ,force ,twisting axle ,17 inches ,17 inches ,12 months ,24 months ,France ,02/06/20 ,06/28/20 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008-2e-generation/S7-modele--peugeot-2008-2e-generation.jpg,"4,30 m","1,77 m","1,53 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-ii+1.2+puretech+100+s%5Es+allure+business-2020.html,2020
RENAULT,CAPTUR,II 1.3 TCE 155 FAP INTENS EDC,5,422 l (volume max 1275 l),2.64 m,1376 kg,48 l,7.5 l / 100 km ,5.5 l / 100 km ,5 l / 100 km ,no data,4 ,4 ,1333 cc ,155 hp with a speed of 5,270 Nm at the 1800 rpm diet ,8 cv ,no data,Direct petrol injection ,202 km/h ,Turbo ,8.6 sec ,before ,automatic ,7 ,no data,SUV VP ,215 mm,215 mm,55,55 ,Strength leg ,twisting axle,18 inches ,18 inches ,24 months ,24 months ,France ,05/10/20 ,03/12/20 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur-2/S7-modele--renault-captur-2.jpg,"4,23 m","1,80 m","1,58 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-ii+1.3+tce+155+fap+intens+edc-2019.html,2019
RENAULT,CLIO,V 1.5 BLUE DCI 115 INITIALE PARIS,5,366 L (MAX 1069 L volume),2.58 m,1277 kg,42 l,4.3 l / 100 km ,3.6 l / 100 km ,3.2 l / 100 km ,95 g / km ,4 ,2,1461 cc,115 hp with a diet of 3750 rpm,260 nm at the 2000 rpm diet,5 cv ,no data,Common Diesel ramp ,178 km/h ,Turbo ,9.9 sec ,before ,mèsique ,6 ,no data,hayon sedan ,205 mm,205 mm,45,45 ,force force,twisting axle,17 inches ,17 inches ,12 months ,24 months ,France ,04/04/20 ,02/29/20 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-5/S7-modele--renault-clio-5.jpg,"4,05 m","1,80 m","1,44 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-v+1.5+blue+dci+115+initiale+paris-2019.html,2019
RENAULT,CLIO,V 1.6 E-TECH 140 LUTECIA 21N,5,301 l (volume max 979 l),2.58 m,1238 kg,39 l,no data,no data,no data,no data,4 ,4 ,1598 cc ,140 hp with a speed of 5600 rpm ,144 Nm at the diet of 3200 rpm ,5 cv ,no data,multipoint ,186 km/h ,no data,9.9 sec ,before ,automatic ,6 ,no data,hayon sedan ,205 mm,205 mm,45,45 ,force force,twisting axle,17 inches ,17 inches ,24 months ,24 months ,France ,01/09/21 ,03/18/22 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-5/S7-modele--renault-clio-5.jpg,"4,05 m","1,80 m","1,44 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-v+1.6+e_tech+140+lutecia+21n-2022.html,2022
PEUGEOT,2008,II 1.2 PURETECH 130 S&S ALLURE PACK,5,405 l (Max 1467 L volume),2.61 m,1192 kg,44 l,no data,no data,no data,no data,3 ,4 ,1199 cc ,130 hp at the 5500 rpm diet ,230 Nm at the 1750 rpm diet ,7 cv ,no data,Direct & multipoint fuel injection ,188 km/h ,Turbo ,8.9 sec ,before ,CHOOL ,6 ,no data,Crossover ,215 mm ,215 mm ,60 ,60 ,force ,twisting axle ,17 inches ,17 inches ,12 months ,24 months ,France ,01/04/21 ,03/05/21 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008-2e-generation/S7-modele--peugeot-2008-2e-generation.jpg,"4,30 m","1,77 m","1,53 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-ii+1.2+puretech+130+s%5Es+allure+pack-2021.html,2021
PEUGEOT,2008,(2) 1.2 PURETECH 110 S&S 6CV GT LINE,5,410 L (Max 1400 L volume),2.54 m,1161 kg,50 l,5.9 l / 100 km ,4.8 l / 100 km ,4.2 l / 100 km ,104 g / km ,3 ,4,1199 cc,110 hp with a speed of 5,205 nm at the 1750 rpm diet,6 cv ,no data,Direct & Multipoint Fuel Injection ,191 km/h ,Turbo ,9.8 sec ,before ,Mesnie ,6 ,no data,Crossover ,205 mm ,205 mm ,50 ,50 ,force ,twisting axle ,17 inches ,17 inches ,12 months ,24 months ,France ,01/07/19 ,09/29/19 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008/S7-modele--peugeot-2008.jpg,"4,16 m","1,74 m","1,56 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-(2)+1.2+puretech+110+s%5Es+6cv+gt+line-2019.html,2019
RENAULT,CAPTUR,(2) 1.2 TCE 120 ENERGY INTENS,5,455 L (volume max 1235 l),2.61 m,no data,45 l,4.7 l / 100 km ,5.5 l / 100 km ,4.7 l / 100 km ,125 g / km ,4 ,4,1197 cc,120 hp at 4900 rpm diet,205 nm at the 2000 rpm diet,6 cv ,no data,Direct petrol injection ,182 km/h ,Turbo ,9.9 sec ,before,Made Coinique,6 ,no data,Crossover ,205 mm ,205 mm ,55 ,55 ,force ,twisting axle ,17 inches ,17 inches ,24 months ,24 months ,France ,02/05/18 ,04/09/18 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur/S7-modele--renault-captur.jpg,"4,12 m","1,78 m","1,57 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-(2)+1.2+tce+120+energy+intens-2017.html,2017
RENAULT,CLIO,IV (2) 1.2 TCE 120 ENERGY STEEL EDC,5,300 L (Max 1146 L volume),2.59 m,1090 kg,45 l,6.8 l / 100 km ,5.4 l / 100 km ,4.5 l / 100 km ,120 g / km ,4 ,4,1197 cc,120 hp with a speed of 5,205 nm at the 2000 rpm diet,6 cv ,no data,Direct petrol injection ,192 km/h ,Turbo ,9.2 sec ,before ,automatic ,6 ,no data,hayon sedan ,205 mm,205 mm,45,45 ,force force,twisting axle,17 inches ,17 inches ,24 months ,24 months ,France ,06/03/18 ,03/05/18 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4/S7-modele--renault-clio-4.jpg,"4,06 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+(2)+1.2+tce+120+energy+steel+edc-2017.html,2017
RENAULT,CLIO,V 1.0 TCE 90 21N LIMITED X-TRONIC,5,284 L (Max 1069 L volume),2.58 m,1115 kg,42 l,no data,no data,no data,no data,3 ,4 ,999 cc ,91 ch ,142 nm ,5 cv ,no data,no data,175 km/h ,no data,12.4 sec ,before ,automatic ,1 ,no data,sedan ,195 mm ,195 mm ,55 ,55 ,no data,no data,16 inches,16 inches,no data,24 months,no data,24/01 /22 ,03/17/22 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-5/S7-modele--renault-clio-5.jpg,"4,05 m","1,80 m","1,44 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-v+1.0+tce+90+21n+limited+x_tronic-2021.html,2021
PEUGEOT,1007,1.4 HDI 70 TRENDY,4,205 l (Max 977 L volume),2.32 m,1243 kg,40 l,5.6 l / 100 km ,4.5 l / 100 km ,3.9 l / 100 km ,120 g / km ,4 ,2,1398 cc,68 hp at the speed of 4000 rpm,160 Nm at the 2000 rpm diet,4 cv ,before ,injection ,160 km/h ,turbo ,15.4 sec ,before,Made Coinique,5 ,simple camshaft in mind ,minospace ,185 mm ,185 mm ,60 ,60 ,no data,no data,15 inches ,15 inches ,24 months ,24 months ,no data,12/18/06 ,06/13/11 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-1007/S7-modele--peugeot-1007.jpg,"3,73 m","1,92 m","1,62 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-1007-1.4+hdi+70+trendy-2010.html,2010
RENAULT,CAPTUR,(2) 0.9 TCE 90 ENERGY LIFE,5,455 L (Max 1235 L volume),2.61 M,1234 kg,45 l,no data,5.5 l / 100 km ,no data,123 g / km ,3 ,4 ,898 cc ,90 hp at the 5000 rpm diet ,140 Nm with a diet of 2250 rpm ,5 cv ,no data,multipoint ,171 km/h ,turbo ,13 sec ,before ,Cannon ,5 ,no data,Crossover ,205 mm ,205 mm ,60 ,60 ,Strength leg ,twisting axle ,16 inches ,16 inches ,24 months ,24 months ,France ,02/05/18 ,04/06/18 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur/S7-modele--renault-captur.jpg,"4,12 m","1,78 m","1,57 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-(2)+0.9+tce+90+energy+life-2018.html,2018
PEUGEOT,108,1.0 VTI 72 TOP! ROLAND GARROS ETG5 5P E6,4,196 L (Max 780 L volume),2.34 m,860 kg,35 l,4.9 l / 100 km ,4.2 l / 100 km ,3.8 l / 100 km ,96 g / km ,3 ,4,998 cc,72 hp with a diet of 6000 rpm,93 nm at the speed of 4400 rpm,4 cv ,no data,Multipoint ,160 km/h ,no data,15.2 sec ,before,automatic,5 ,no data,Micro ,165 mm ,165 mm ,60 ,60 ,leg of force ,twisting axle ,15 inches ,15 inches ,12 months ,24 months ,France ,01/10/18 ,05/11/18 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-108/S7-modele--peugeot-108.jpg,"3,48 m","1,62 m","1,46 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-108-1.0+vti+72+top!+roland+garros+etg5+5p+e6-2018.html,2018
PEUGEOT,206,(2) 1.4 16S 90 NAVTECH 5P,5,245 L (Max 1130 L volume),2.44 m,974 kg,50 l,8.2 l / 100 km ,6.1 l / 100 km ,4.9 l / 100 km ,no data,4 ,4 ,1360 cc ,90 hp at the 5250 rpm diet ,133 Nm with a diet of 3250 rpm ,5 cv ,before ,no data,178 km/H ,no data,12.2 sec ,Before ,Made Coinique ,no data,Variable Settings of the valves,Bicorps sedan (3/5 doors),175 mm,175 mm,65,65 ,no data,no data,14 inches ,14 inches ,no data,24 months ,no data,01/04/04 ,03/10/05 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206/S7-modele--peugeot-206.jpg,"3,84 m","1,65 m","1,43 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-(2)+1.4+16s+90+navtech+5p-2004.html,2004
PEUGEOT,206,(2) 1.6 16S SPORT BVA 3P,5,245 L (Max 1130 L volume),2.45 m,1125 kg,50 l,10.2 l / 100 km ,7.5 l / 100 km ,5.8 l / 100 km ,176 g / km ,4 ,4,1587 cc,109 hp with a diet of 5800 rpm,147 nm with a regime of 4000 rpm,7 cv ,before ,no data,188 km/h ,no data,11.6 sec ,before,automatic,4 ,variable valve setting ,tailgate vehicle ,205 mm ,205 mm ,45 ,45 ,no data,no data,16 inches ,16 inches ,24 months ,24 months ,no data,03/10/05 ,02/05/06 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206/S7-modele--peugeot-206.jpg,"3,84 m","1,65 m","1,43 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-(2)+1.6+16s+sport+bva+3p-2005.html,2005
PEUGEOT,2008,II 1.2 PURETECH 130 S&S ROADTRIP EAT8,5,405 l (maximum volume 1467 l),2.61 m,no data,44 l,no data,no data,no data,no data,3 ,4 ,1199 cc ,130 hp ,230 Nm at the 1750 rpm diet ,7 cv ,no data,no data,198 km/h ,no data,9.1 sec ,before ,automatic ,8 ,no data,All-terrain ,215 mm ,215 mm ,60 ,60 ,no data,no data,17 inches ,17 inches ,no data,24 months ,no data,08 /07/22 ,09/29/22 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008-2e-generation/S7-modele--peugeot-2008-2e-generation.jpg,"4,30 m","1,77 m","1,53 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-ii+1.2+puretech+130+s%5Es+roadtrip+eat8-2022.html,2022
RENAULT,CAPTUR,II 1.5 BLUE DCI 115 INTENS EDC,5,406 L (volume max 1275 l),2.64 m,1327 kg,46 l,4.4 l / 100 km ,4.1 l / 100 km ,3.9 l / 100 km ,no data,4 ,2 ,1461 cc ,115 hp at 3750 rpm regime ,260 Nm at the 2000 rpm diet ,6 cv ,no data,Diesel common ramp ,186 km/h ,Turbo ,11 sec ,before ,automatic ,7 ,no data,SUV VP ,215 mm,215 mm,55,55 ,Strength leg ,twisting axle,18 inches ,18 inches ,12 months ,24 months ,France ,05/10/20 ,05/01/21 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur-2/S7-modele--renault-captur-2.jpg,"4,23 m","1,80 m","1,58 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-ii+1.5+blue+dci+115+intens+edc-2021.html,2021
